order,id,page_id,Page,page_order,Chapter,question_order,questiontext
216,219,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,1,"So far we have been discussing the x-coordinates of points on the unit circle. The word <i>cosine</i> can be use to refer to the x-coordinates of such points.
</p>
Whenever you see the expression cos(?) — ""the cosine of ?” —  you can think of it as a way of saying “the x-coordinate of ?”. This expression relates rotations around the unit circle (represented by ?) to the x-coordinate of the point's position.
</p>
Now, mark the angle 60° on the unit circle, and consider this expression: </p>
cos(60°) </p>
The value of this expression is the x-coordinate of the point after a rotation of 60° from the positive x-axis.
</p>
Rotate the point to 60°, and find its x-coordinate by following the dotted line to the x-axis. This will be the cosine value of 60°. 
</p>
Enter this value in the text box, and click Submit.
<span class=""insert stimulus hide"">60</span>"
217,220,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,2,"We can also evaluate the cosine of compound angles, i.e. when the input of the function has multiple parts. For example: 
</p>
“What is the cosine of (20°+90°)?”
</p>
Here, we can combine the two rotations 20° and 90°. Find the final position of (20°+90°), read the point’s x-coordinate, and submit your answer.
<span class=""insert stimulus hide"">110</span>"
218,221,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,3,"<p>To find the cosine of any (simple or compound) angle, just perform these two steps:</p>
<p>Step 1. find the position corresponding to the expression inside the parentheses;</p>
<p>Step 2. read the x-coordinate value of that position.</p>"
219,222,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,4,"So, what is the value of cos(50°+180°)?
<span class=""insert stimulus hide"">230</span>"
220,223,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,5,"Now, use the unit circle to help you answer this question:
</p>
How does the cosine value change as ? increases from 0° to 180°?
<select>
<option data-explain='Notice that as ? moves from 0° to 90°, the cosine value decreases from 1 to 0. Then, as ? proceeds from 90° to 180°, the cosine value still keeps decreasing, from 0 to -1.'>increase, then decrease</option>
<option class='correct'>keep decreasing</option>
</select>"
221,224,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,6,"How does the cosine value change as ? increases from 180° to 360°?
<select>
<option data-explain='Notice that as ? moves from 180° to 270°, the cosine value increases from -1 to 0. Then, as ? proceeds from 270° to 360°, the cosine value still keeps increasing, from 0 to 1.'>decrease, then increase</option>
<option class='correct'>keep increasing</option>
</select>"
222,225,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,7,"Indeed, the cosine of an angle <i>decreases</i> from 0° to 180°.
</p>
As the angle keep rotating from 180°, its cosine value will start to <i>increase</i>, until the angle reaches 360°."
223,226,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,8,"Let’s practice finding the cosine of a few angles!
</p>
First, mark where ? = 50° on the circle.
<span class=""insert stimulus hide"">50</span>"
224,227,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,9,"Now, what's the value of cos(50°)? Remember that it is equivalent to the point's x-coordinate.
<span class=""insert stimulus hide"">50</span>"
225,228,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,10,"Mark where ? = 80° on the circle.
<span class=""insert stimulus hide"">80</span>"
226,229,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,11,"Now, what's the value of cos(80°)? Remember that it is equivalent to the point's x-coordinate.
<span class=""insert stimulus hide"">80</span>"
227,230,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,12,"Mark where ? = 30° on the circle.
<span class=""insert stimulus hide"">30</span>"
228,231,34,Cosine: x-coordinate,34,Linking the Circle with the XY Plane,13,"Now, what's the value of cos(30°)? Remember that it is equivalent to the point's x-coordinate.
<span class=""insert stimulus hide"">30</span>"
229,232,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,1,"Now, let’s practice what you have learned with angles beyond 90°! </p>
Let’s start by marking ? = 130° on the circle, and then submitting your response. <span class=""insert stimulus hide"">130</span>"
230,233,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,2,"Now, enter the value of cos(<span class=""insert stimulus"">130</span>°). Remember that this is the x-coordinate of 130° on the unit circle.</p>"
231,234,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,3,"Mark ? = 140° on the circle, and submit your response. <span class=""insert stimulus hide"">140</span>"
232,235,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,4,"Now enter the value of cos(<span class=""insert stimulus"">140</span>°). This is the x-coordinate of 140° on the circle."
233,236,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,5,"Mark ? = 210° on the circle, and submit your response. <span class=""insert stimulus hide"">210</span>"
234,237,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,6,"What is the value of cos(<span class=""insert stimulus"">210</span>°)? Submit this value.
"
235,238,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,7,"Now let's mark ? = 260° on the circle. <span class=""insert stimulus hide"">260</span>"
236,239,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,8,"What is the value of cos(<span class=""insert stimulus"">260</span>°)?
"
237,240,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,9,"Mark ? = 290° on the circle. <span class=""insert stimulus hide"">290</span>"
238,241,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,10,"Now, enter the value of cos(<span class=""insert stimulus"">290</span>°).
"
239,242,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,11,"Just like positive angles, negative angles have their cosine values too. Perhaps you may ask: </p>
What is the value of cos(-70°)? </p>
To find <i>the cosine of -70°</i>, first mark the angle -70° on the circle.
<span class=""insert stimulus hide"">-70</span>"
240,243,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,12,"Next, read the cosine value of -70°. This will be the x-coordinate of -70° on the circle. </p>
Enter this value, and click Submit.
<span class=""insert stimulus hide"">-70</span>"
241,244,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,13,"Now, we would like to know the value of cos(-160°). Again, first mark the angle -160° on the circle.
<span class=""insert stimulus hide"">-160</span>"
242,245,35,Cosine of Other Angles,35,Linking the Circle with the XY Plane,14,"Next, read the value of <i>the cosine of -160°</i>.
<span class=""insert stimulus hide"">-160</span>"
